source,mal_id,title,title_english,score,scored_by,rank,popularity,members,favorites,synopsis,type,episodes,status,aired_from,aired_to,year,season,studios,genres,themes,demographics,rating,duration,source_material,producers,licensors,collected_at,episode_count_log,members_log,popularity_score,has_score,genre_count,studio_count,is_recent,synopsis_length,has_action,has_adventure,has_comedy,has_drama,has_fantasy,has_romance,has_sci_fi,has_slice_of_life,has_supernatural,has_thriller,has_mystery,has_sports,studio_tier
MyAnimeList_Top,9969,Gintama',Gintama Season 2,9.02,253033,11.0,406,601334,8516,"After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child.

Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it.

With even more dirty jokes, tongue-in-cheek parodies, and shameless references, Gintama' follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo.

[Written by MAL Rewrite]",TV,51.0,Finished Airing,2011-04-04T00:00:00+00:00,2012-03-26T00:00:00+00:00,2011.0,spring,['Sunrise'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],PG-13 - Teens 13 or older,24 min per ep,Manga,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Miracle Robo', 'Shueisha']",[],2025-11-25T21:10:19.212453,3.9512437185814275,13.306907462551381,0.7112375533428165,1,3,1,0,1107,1,0,1,0,0,0,1,0,0,0,0,0,Premium
MyAnimeList_Top,15417,Gintama': Enchousen,Gintama: Enchousen,9.02,176409,12.0,756,351779,3143,"While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character?

In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls.

[Written by MAL Rewrite]",TV,13.0,Finished Airing,2012-10-04T00:00:00+00:00,2013-03-28T00:00:00+00:00,2012.0,fall,['Sunrise'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],PG-13 - Teens 13 or older,24 min per ep,Manga,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha', 'Miracle Bus']",[],2025-11-25T21:10:19.212453,2.6390573296152584,12.770761259186315,0.5694760820045558,1,3,1,0,825,1,0,1,0,0,0,1,0,0,0,0,0,Premium
MyAnimeList_Top,820,Ginga Eiyuu Densetsu,Legend of the Galactic Heroes,9.02,85825,10.0,753,353289,17446,"The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli.

While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution.

As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is.

[Written by MAL Rewrite]",OVA,110.0,Finished Airing,1988-01-08T00:00:00+00:00,1997-03-17T00:00:00+00:00,,,"['K-Factory', 'Kitty Film Mitaka Studio']","['Drama', 'Sci-Fi']","['Adult Cast', 'Military', 'Space']",[],R - 17+ (violence & profanity),26 min per ep,Novel,"['TV Tokyo', 'Kitty Films', 'Tokuma Shoten', 'Tokuma Japan Communications', 'Wright Staff']",['Sentai Filmworks'],2025-11-25T21:10:19.212453,4.709530201312334,12.775044528389621,0.5704506560182544,1,2,2,0,965,0,0,0,1,0,0,1,0,0,0,0,0,Standard
MyAnimeList_Top,41467,Bleach: Sennen Kessen-hen,Bleach: Thousand-Year Blood War,8.99,358963,14.0,354,669344,22738,"Substitute Soul Reaper Ichigo Kurosaki spends his days fighting against Hollows, dangerous evil spirits that threaten Karakura Town. Ichigo carries out his quest with his closest allies: Orihime Inoue, his childhood friend with a talent for healing; Yasutora Sado, his high school classmate with superhuman strength; and Uryuu Ishida, Ichigo's Quincy rival.

Ichigo's vigilante routine is disrupted by the sudden appearance of Asguiaro Ebern, a dangerous Arrancar who heralds the return of Yhwach, an ancient Quincy king. Yhwach seeks to reignite the historic blood feud between Soul Reaper and Quincy, and he sets his sights on erasing both the human world and the Soul Society for good.

Yhwach launches a two-pronged invasion into both the Soul Society and Hueco Mundo, the home of Hollows and Arrancar. In retaliation, Ichigo and his friends must fight alongside old allies and enemies alike to end Yhwach's campaign of carnage before the world itself comes to an end.

[Written by MAL Rewrite]",TV,13.0,Finished Airing,2022-10-11T00:00:00+00:00,2022-12-27T00:00:00+00:00,2022.0,fall,['Studio Pierrot'],"['Action', 'Adventure', 'Supernatural']",[],['Shounen'],R - 17+ (violence & profanity),24 min per ep,Manga,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['VIZ Media'],2025-11-25T21:10:19.212453,2.6390573296152584,13.414054901252626,0.7385524372230428,1,3,1,1,998,1,1,0,0,0,0,0,0,1,0,0,0,Good
MyAnimeList_Top,34096,Gintama.,Gintama Season 5,8.98,157096,15.0,786,341816,2803,"After joining the resistance against the bakufu, Gintoki and the gang are in hiding, along with Katsura and his Joui rebels. The Yorozuya is soon approached by Nobume Imai and two members of the Kiheitai, who explain that the Harusame pirates have turned against 7th Division Captain Kamui and their former ally Takasugi. The Kiheitai present Gintoki with a job: find Takasugi, who has been missing since his ship was ambushed in a Harusame raid. Nobume also makes a stunning revelation regarding the Tendoushuu, a secret organization pulling the strings of numerous factions, and their leader Utsuro, the shadowy figure with an uncanny resemblance to Gintoki's former teacher.

Hitching a ride on Sakamoto's space ship, the Yorozuya and Katsura set out for Rakuyou, Kagura's home planet, where the various factions have gathered and tensions are brewing. Long-held grudges, political infighting, and the Tendoushuu's sinister overarching plan finally culminate into a massive, decisive battle on Rakuyou.

[Written by MAL Rewrite]",TV,12.0,Finished Airing,2017-01-09T00:00:00+00:00,2017-03-27T00:00:00+00:00,2017.0,winter,['Bandai Namco Pictures'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],PG-13 - Teens 13 or older,24 min per ep,Manga,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",[],2025-11-25T21:10:19.212453,2.5649493574615367,12.74203078511492,0.5599104143337066,1,3,1,1,1031,1,0,1,0,0,0,1,0,0,0,0,0,Premium
MyAnimeList_Top,43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,Kaguya-sama: Love is War -Ultra Romantic-,8.97,608794,16.0,165,1069147,32764,"The elite members of Shuchiin Academy's student council continue their competitive day-to-day antics. Council president Miyuki Shirogane clashes daily against vice-president Kaguya Shinomiya, each fighting tooth and nail to trick the other into confessing their romantic love. Kaguya struggles within the strict confines of her wealthy, uptight family, rebelling against her cold default demeanor as she warms to Shirogane and the rest of her friends.

Meanwhile, council treasurer Yuu Ishigami suffers under the weight of his hopeless crush on Tsubame Koyasu, a popular upperclassman who helps to instill a new confidence in him. Miko Iino, the newest student council member, grows closer to the rule-breaking Ishigami while striving to overcome her own authoritarian moral code.

As love further blooms at Shuchiin Academy, the student council officers drag their outsider friends into increasingly comedic conflicts.

[Written by MAL Rewrite]",TV,13.0,Finished Airing,2022-04-09T00:00:00+00:00,2022-06-25T00:00:00+00:00,2022.0,spring,['A-1 Pictures'],"['Comedy', 'Romance']",['School'],['Seinen'],PG-13 - Teens 13 or older,23 min per ep,Manga,"['Aniplex', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha', 'JR East Marketing & Communications']",['Aniplex of America'],2025-11-25T21:10:19.212453,2.6390573296152584,13.882372627571126,0.8583690987124464,1,2,1,1,945,0,0,1,0,0,1,0,0,0,0,0,0,Good
MyAnimeList_Top,42938,Fruits Basket: The Final,Fruits Basket: The Final Season,8.94,271428,17.0,448,546124,21164,"Hundreds of years ago, the Chinese zodiac spirits and their god swore to stay together eternally. United by this promise, the possessed members of the Souma family shall always return to each other under any circumstances. Yet, when these bonds shackle them from freedom, it becomes an undesirable burden—a curse. As head of the clan, Akito is convinced that he shares a special connection with the other Soumas. While he desperately clings to this fantasy, the rest of the family remains isolated and suppressed by the fear of punishment.

Tooru Honda, who has grown attached to the Soumas, is determined to break the chains that bind them. Her companionship with the family and her friends encourages her to move forward with lifting the curse. However, due to confounding revelations, she struggles to find the tenacity to continue her endeavors. With time slowly withering away, Tooru contends with an uncertain future in hopes of reaching the tranquility that may lie beyond all this commotion.

[Written by MAL Rewrite]",TV,13.0,Finished Airing,2021-04-06T00:00:00+00:00,2021-06-29T00:00:00+00:00,2021.0,spring,['TMS Entertainment'],"['Drama', 'Romance', 'Supernatural']",[],['Shoujo'],PG-13 - Teens 13 or older,23 min per ep,Manga,"['TV Tokyo', 'TV Osaka', 'Nihon Ad Systems', 'Hakusensha', 'Avex Pictures', 'TMS Music', '8PAN']",['Funimation'],2025-11-25T21:10:19.212453,2.6390573296152584,13.210603166253737,0.6906077348066298,1,3,1,1,1025,0,0,0,1,0,1,0,0,1,0,0,0,Good
MyAnimeList_Top,4181,Clannad: After Story,Clannad: After Story,8.93,690509,18.0,122,1264284,72892,"Tomoya Okazaki and Nagisa Furukawa have graduated from high school, and together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds.

Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose.

[Written by MAL Rewrite]",TV,24.0,Finished Airing,2008-10-03T00:00:00+00:00,2009-03-27T00:00:00+00:00,2008.0,fall,['Kyoto Animation'],"['Drama', 'Romance']",[],[],PG-13 - Teens 13 or older,24 min per ep,Visual novel,"['Pony Canyon', 'TBS', 'Rakuonsha', 'Animation Do']",['Sentai Filmworks'],2025-11-25T21:10:19.212453,3.2188758248682006,14.050017302956888,0.8912655971479502,1,2,1,0,690,0,0,0,1,0,1,0,0,0,0,0,0,Premium
MyAnimeList_Top,918,Gintama,Gintama,8.93,417754,19.0,146,1134592,61212,"Edo is a city that was home to the vigor and ambition of samurai across the country. However, following feudal Japan's surrender to powerful aliens known as the ""Amanto,"" those aspirations now seem unachievable. With the once-influential shogunate rebuilt as a puppet government, a new law is passed that promptly prohibits all swords in public. 

Enter Gintoki Sakata, an eccentric silver-haired man who always carries around a wooden sword and maintains his stature as a samurai despite the ban. As the founder of Yorozuya, a small business for odd jobs, Gintoki often embarks on endeavors to help other people—though usually in rather strange and unforeseen ways. 

Assisted by Shinpachi Shimura, a boy with glasses supposedly learning the way of the samurai; Kagura, a tomboyish girl with superhuman strength and an endless appetite; and Sadaharu, their giant pet dog who loves biting on people's heads, the Yorozuya encounter anything from alien royalty to scuffles with local gangs in the ever-changing world of Edo.

[Written by MAL Rewrite]",TV,201.0,Finished Airing,2006-04-04T00:00:00+00:00,2010-03-25T00:00:00+00:00,2006.0,spring,['Sunrise'],"['Action', 'Comedy', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],PG-13 - Teens 13 or older,24 min per ep,Manga,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Trinity Sound', 'Miracle Robo', 'Shueisha']","['Sentai Filmworks', 'Crunchyroll']",2025-11-25T21:10:19.212453,5.308267697401205,13.94178455428039,0.8726003490401397,1,3,1,0,1048,1,0,1,0,0,0,1,0,0,0,0,0,Premium
MyAnimeList_Top,28851,Koe no Katachi,A Silent Voice,8.93,1751452,20.0,19,2543960,94237,"As a wild youth, elementary school student Shouya Ishida sought to beat boredom in the cruelest ways. When the deaf Shouko Nishimiya transfers into his class, Shouya and the rest of his class thoughtlessly bully her for fun. However, when her mother notifies the school, he is singled out and blamed for everything done to her. With Shouko transferring out of the school, Shouya is left at the mercy of his classmates. He is heartlessly ostracized all throughout elementary and middle school, while teachers turn a blind eye.

Now in his third year of high school, Shouya is still plagued by his wrongdoings as a young boy. Sincerely regretting his past actions, he sets out on a journey of redemption: to meet Shouko once more and make amends.

Koe no Katachi tells the heartwarming tale of Shouya's reunion with Shouko and his honest attempts to redeem himself, all while being continually haunted by the shadows of his past.
 
[Written by MAL Rewrite]",Movie,1.0,Finished Airing,2016-09-17T00:00:00+00:00,,,,['Kyoto Animation'],"['Award Winning', 'Drama']",[],['Shounen'],PG-13 - Teens 13 or older,2 hr 10 min,Manga,"['Shochiku', 'Pony Canyon', 'Kodansha', 'ABC Animation', 'Quaras']","['Eleven Arts', 'NYAV Post', 'GKIDS']",2025-11-25T21:10:19.212453,0.6931471805599453,14.749232873135963,0.9813542688910698,1,2,1,0,954,0,0,0,1,0,0,0,0,0,0,0,0,Premium
